sector,amount_($m),hq,series,source,date,company,source_page
EV- Bus,4.1,Delhi,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/intercity-ev-bus-startup-leafybus-raises-41-mn-from-enetra-ev-9777526'}",2025-09-02,LeafyBus,74db2efb487d82359d3301875824ffa7
Edge AI Computing,0.157,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/edgehax-raises-rs-139-cr-in-seed-round-from-ipv-9781247'}",2025-09-03,Edgehax,74db2efb487d82359d3301875824ffa7
Online Pharmacy,6.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/online-pharmacy-platinumrx-raises-6-mn-led-by-stellaris-9780418'}",2025-09-03,PlatinumRx,74db2efb487d82359d3301875824ffa7
Healthtech,2.4,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/flexifyme-raises-20-cr-in-pre-series-a-round-led-by-ivycap-ventures-9888299'}",2025-09-04,FlexifyMe,74db2efb487d82359d3301875824ffa7
Healthtech,0.453,Lucknow,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://dectrocel.com/'}",2025-09-05,Dectrocel,74db2efb487d82359d3301875824ffa7
Co-Living,20.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/colive-raises-20-mn-led-by-bain-capital-9894671'}",2025-09-04,Colive,74db2efb487d82359d3301875824ffa7
E-Commerce,47.0,Gurugram,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/meesho-rival-citymall-bags-47-mn-to-expand-private-labels-portfolio/'}",2025-09-02,CityMall,74db2efb487d82359d3301875824ffa7
Edutainment,28.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/seekho-raises-28-mn-in-series-b-round-led-by-bessemer-9780217'}",2025-09-03,Seekho,74db2efb487d82359d3301875824ffa7
Quick Commerce,23.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/firstclub-bags-23-mn-to-open-dark-stores-launch-cafes/'}",2025-09-04,FirstClub,74db2efb487d82359d3301875824ffa7
Healthtech,2.4,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/flexifyme-raises-20-cr-in-pre-series-a-round-led-by-ivycap-ventures-9888299'}",2025-09-04,FlexifyMe,74db2efb487d82359d3301875824ffa7
Solar Energy,0.5,Noida,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/solar-startup-quante-energy-raises-500k-in-seed-round-9885620'}",2025-09-04,QuantE Energy,74db2efb487d82359d3301875824ffa7
AI-driven automobile aftermarket,1.0,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/autodukan-raises-1-mn-in-pre-series-a-round-9893438'}",2025-09-04,AutoDukan,74db2efb487d82359d3301875824ffa7
Battery Tech,15.0,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/offgrid-energy-labs-raises-15-mn-led-by-archean-chemical-industries-9776981'}",2025-09-02,Offgrid Energy Labs,74db2efb487d82359d3301875824ffa7
Water Filtration Brand,0.158,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/non-drinking-water-filtration-brand-waterscience-secures-funding-from-velocity-9780424'}",2025-09-03,WaterScience,74db2efb487d82359d3301875824ffa7
Clothing Brand For Mom,0.8,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/house-of-zelena-raises-rs-7-cr-in-seed-round-9888630'}",2025-09-04,House of Zelena,74db2efb487d82359d3301875824ffa7
Healthtech,0.57,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/mens-health-startup-rxmen-raises-rs-5-cr-in-seed-round-led-by-ipv-9888031'}",2025-09-04,RxMen,74db2efb487d82359d3301875824ffa7
Healthcare,0.317,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/zanskar-raises-rs-28-cr-seed-round-led-by-zeropearl-vc-9779156'}",2025-09-02,Zanskar,74db2efb487d82359d3301875824ffa7
Consumer Electronics,0.567,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/consumer-electronics-brand-cuzor-raises-rs-5-cr-in-seed-round-9774557'}",2025-09-01,Cuzor,74db2efb487d82359d3301875824ffa7
Home Essentials,5.2,Noida,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-d2c-brand-ecosoul-secures-rs-45-cr-debt-from-bajaj-9999795'}",2025-09-05,Ecosoul,74db2efb487d82359d3301875824ffa7
Electric Mobility,2.5,Kolkata,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/snap-e-cabs-raises-25-mn-in-bridge-round-led-by-ipv-10387917'}",2025-09-11,Snap-E Cabs,f2cb2efb487d82498ff701c8dbad14ea
Edtech,150.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/eruditus-secures-150-mn-refinancing-amid-dry-edtech-funding-environment-10440866'}",2025-09-11,Eruditus,f2cb2efb487d82498ff701c8dbad14ea
AR/VR,0.395,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/crion-technologies-raises-rs-35-cr-led-by-sig-tattva-10253147'}",2025-09-11,Crion Technologies,f2cb2efb487d82498ff701c8dbad14ea
EV Battery,1.37,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/peakamp-raises-137-mn-in-seed-round-led-by-caret-capital-10445869'}",2025-09-12,PeakAmp,f2cb2efb487d82498ff701c8dbad14ea
Manufacturing,7.0,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/trufrost-butler-raises-7-mn-from-carpediem-capital-10059879'}",2025-09-08,Trufrost,f2cb2efb487d82498ff701c8dbad14ea
Cookware Brand,3.2,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/cookware-brand-ember-raises-32-mn-chef-saransh-goila-joins-as-partner-10235912'}",2025-09-11,Ember,f2cb2efb487d82498ff701c8dbad14ea
B2B procurement platform for packaging materials,0.452,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/b2b-procurement-startup-prowrrap-raises-rs-4-cr-in-seed-round-10064332'}",2025-09-09,Prowrrap,f2cb2efb487d82498ff701c8dbad14ea
Biotech,2.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/bacalt-biosciences-raises-2-mn-in-pre-seed-round-led-by-avaana-capital-10229378'}",2025-09-11,BacAlt Biosciences,f2cb2efb487d82498ff701c8dbad14ea
Biotech,0.226,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/biokraft-raises-rs-2-cr-in-pre-seed-round-from-gvfl-10243848'}",2025-09-11,Biokraft,f2cb2efb487d82498ff701c8dbad14ea
Skincare Brand,3.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/asaya-raises-3-mn-in-pre-series-a-round-led-by-rpsg-capital-10068246'}",2025-09-10,Asaya,f2cb2efb487d82498ff701c8dbad14ea
Solar Rooftop,2.85,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-zunroof-secures-fresh-funds-from-godrej-10452934'}",2025-09-12,Zunroof,f2cb2efb487d82498ff701c8dbad14ea
Proptech,2.8,Hyderabad,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/exclusive-wehouse-nets-inr-25-cr-to-streamline-home-construction/'}",2025-09-11,WeHouse,f2cb2efb487d82498ff701c8dbad14ea
Enterprise AI Solutions for HR Teams,,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/traqcheck-raises-bridge-round-at-17-mn-valuation-10065607'}",2025-09-09,TraqCheck,f2cb2efb487d82498ff701c8dbad14ea
Proptech,2.8,Hyderabad,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/prop-tech-startup-wehouse-raises-rs-25-cr-from-anthill-ventures-and-others-10441100'}",2025-09-11,WeHouse,f2cb2efb487d82498ff701c8dbad14ea
Defense Tech - Drone,5.5,Hyderabad,Pre-Series  A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/exclusive-indrajaal-raises-inr-48-cr-to-scale-anti-drone-capabilities/'}",2025-09-08,Indrajaal,f2cb2efb487d82498ff701c8dbad14ea
E-Commerce,8.3,Delhi,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/firstcry-injects-rs-73-cr-in-globalbees-raises-stake-to-5151-10445814'}",2025-09-12,GlobalBees,f2cb2efb487d82498ff701c8dbad14ea
Online Dispute Resolution Platform,4.7,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/presolv360-raises-47-mn-led-by-elevation-capital-10067726'}",2025-09-10,Presolv360,f2cb2efb487d82498ff701c8dbad14ea
Mobile Gaming - Chess,5.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-ziffi-chess-raises-over-5-mn-led-by-tanglin-ventures-10059353'}",2025-09-08,Ziffi Chess,f2cb2efb487d82498ff701c8dbad14ea
D2C Pickle Brand,0.794,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/d2c-pickle-brand-farmdidi-raises-rs-7-cr-led-by-samved-ventures-10445947'}",2025-09-12,FarmDidi,f2cb2efb487d82498ff701c8dbad14ea
Drone,2.85,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/endureair-raises-285-mn-led-by-ian-alpha-fund-10068245'}",2025-09-10,EndureAir,f2cb2efb487d82498ff701c8dbad14ea
Electronics systems design and manufacturing,4.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/indigrid-raises-4-mn-led-by-cactus-venture-partners-10063654'}",2025-09-09,IndiGrid,f2cb2efb487d82498ff701c8dbad14ea
HR Tech,0.5,Mumbai,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/uknowva-raises-05-mn-in-pre-series-a-round-10469229'}",2025-09-16,uKnowva,defb2efb487d823698de01c90430bcac
Lab-grown diamond jewellery,5.5,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/lab-grown-diamond-jewellery-startup-lucira-raises-55-mn-10472259'}",2025-09-17,Lucira,defb2efb487d823698de01c90430bcac
Fintech,5.0,Chennai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/fintech-startup-pelocal-secures-5-mn-in-series-a-funding-10469141'}",2025-09-16,Pelocal,defb2efb487d823698de01c90430bcac
D2C Nutrition Brand,1.1,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/supply6-raises-11-mn-in-seed-round-led-by-zeropearl-vc-10473465'}",2025-09-17,Supply6,defb2efb487d823698de01c90430bcac
IT product enterprise,4.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/beyondsquare-raises-4-mn-in-series-a-led-by-avant-global-10468922'}",2025-09-16,BeyondSquare,defb2efb487d823698de01c90430bcac
Defense,5.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/spacefields-raises-5-mn-in-pre-series-a-round-10479540'}",2025-09-19,SpaceFields,defb2efb487d823698de01c90430bcac
B2B Fintech SaaS,40.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/finbox-raises-40-mn-to-scale-b2b-credit-infrastructure/'}",2025-09-17,FinBox,defb2efb487d823698de01c90430bcac
Fintech - Digital Lending,30.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/incred-money-raises-inr-250-cr-at-inr-1650-cr-valuation/'}",2025-09-16,InCred Money,defb2efb487d823698de01c90430bcac
Climate Tech,3.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/equilibrium-raises-3-mn-from-kalaari-avaana-and-peak-xv-10478460'}",2025-09-19,Equilibrium,defb2efb487d823698de01c90430bcac
D2C Home Essentials Brand,20.0,Noida,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/ecosoul-raises-20-mn-to-offer-sustainable-homeware-products/'}",2025-09-17,EcoSoul,defb2efb487d823698de01c90430bcac
Deeptech,0.15,Kolkata,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/genovation-solutions-raises-150k-in-pre-seed-round-10469902'}",2025-09-16,Genovation Solutions,defb2efb487d823698de01c90430bcac
Astrology,0.851,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/astrotech-startup-mynaksh-raises-rs-75-cr-led-by-eximius-ventures-10465510'}",2025-09-15,MyNaksh,defb2efb487d823698de01c90430bcac
Consumer Electronics,4.0,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/consumer-electronics-startup-ido-devices-bags-4-mn-from-blume-merak-ventures/'}",2025-09-16,iDO Devices,defb2efb487d823698de01c90430bcac
EV,,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/ev-startup-raptee-bags-funding-from-technology-development-board/'}",2025-09-18,Raptee.HV,defb2efb487d823698de01c90430bcac
Foodtech,17.0,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/exclusive/exclusive-rebel-foods-raises-rs-150-cr-debt-from-alteria-and-innoven-10473113'}",2025-09-17,Rebel Foods,defb2efb487d823698de01c90430bcac
Gaming,1.0,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/playsuper-raises-1-mn-in-seed-round-led-by-singapore-based-chimera-10472060'}",2025-09-17,PlaySuper,defb2efb487d823698de01c90430bcac
Fintech-focussed AI SaaS,3.1,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/pascal-ai-raises-3-1-mn-from-kalaari-info-edge-ventures-to-automate-investment-research/'}",2025-09-15,Pascal AI Labs,defb2efb487d823698de01c90430bcac
Consumer Electronics,20.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/indkal-nets-20-mn-for-expansion-of-its-smart-tv-brand-wobble/'}",2025-09-16,Indkal,defb2efb487d823698de01c90430bcac
EV,10.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/exclusive-ev-startup-simple-energy-raises-10-mn-to-expand-store-network/'}",2025-09-25,Simple Energy,71ab2efb487d8373898c81c179a9ab44
Spacetech,1.2,Roorkee,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/space-tech-startup-akashalabdhi-raises-12-mn-in-pre-seed-round-10501032'}",2025-09-25,Akashalabdhi,71ab2efb487d8373898c81c179a9ab44
Cleantech,23.0,New Delhi,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/cleantech-startup-chakr-innovation-raises-23-mn-led-by-iron-pillar-10490485'}",2025-09-22,Chakr Innovation,71ab2efb487d8373898c81c179a9ab44
Climate-Tech,,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/carbon-masters-raises-funds-led-by-schneider-electric-10486946'}",2025-09-22,Carbon Masters,71ab2efb487d8373898c81c179a9ab44
Spacetech,1.6,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/deep-tech-startup-vyomic-bags-16-mn-led-by-speciale-invest-10487621'}",2025-09-22,VyomIC,71ab2efb487d8373898c81c179a9ab44
Food tech - Cloud Kitchen,18.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/curefoods-raises-rs-160-cr-in-pre-ipo-placement-from-binny-bansals-3state-ventures-10503307'}",2025-09-26,Curefoods,71ab2efb487d8373898c81c179a9ab44
AI-powered app building,15.0,Surat,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/rocket-raises-15-mn-in-seed-round-led-by-salesforce-ventures-10492642'}",2025-09-23,Rocket,71ab2efb487d8373898c81c179a9ab44
B2B raw material procurement,0.597,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/recove-raises-rs-53-cr-in-pre-seed-round-led-by-momentum-capital-10499569'}",2025-09-25,Recove,71ab2efb487d8373898c81c179a9ab44
Fintech,7.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/oolka-raises-7-mn-in-seed-round-led-by-lightspeed-and-z47-10497497'}",2025-09-24,Oolka,71ab2efb487d8373898c81c179a9ab44
HR-tech,0.789,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/hr-tech-startup-all-things-people-raises-seed-funding-round-10486638'}",2025-09-22,All Things People,71ab2efb487d8373898c81c179a9ab44
Fintech - Gen AI,4.2,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/onfinance-ai-raises-42-mn-led-by-peak-xvs-surge-10487159'}",2025-09-22,OnFinance AI,71ab2efb487d8373898c81c179a9ab44
Agritech,8.0,Mumbai,Pre-Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/kisankonnect-raises-rs-72-cr-led-by-bajaj-finserv-ventures-10502036'}",2025-09-25,KisanKonnect,71ab2efb487d8373898c81c179a9ab44
Quick Commerce - Medicine,1.4,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/quick-medicine-delivery-startup-plazza-raises-14-mn-led-by-all-in-capital-10507362'}",2025-09-27,Plazza,71ab2efb487d8373898c81c179a9ab44
Fintech - Savings and Investment,7.5,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/gold-savings-app-gullak-raises-75-mn-led-by-chiratae-10495967'}",2025-09-24,Gullak,71ab2efb487d8373898c81c179a9ab44
Specialty Chemicals,7.7,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/distil-raises-77-mn-in-series-a-led-by-jungle-and-ce-ventures-10492413'}",2025-09-23,Distil,71ab2efb487d8373898c81c179a9ab44
Health-tech,,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/ranbir-kapoor-badshah-back-smart-ring-startup-gabit/'}",2025-09-23,Gabit,71ab2efb487d8373898c81c179a9ab44
Consumer Electronics Re-commerce,1.8,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/electronics-re-commerce-startup-grest-raises-rs-16-cr-led-by-equentis-10494148'}",2025-09-23,Grest,71ab2efb487d8373898c81c179a9ab44
Edtech,11.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/vedantu-raises-11-mn-from-internal-investors-in-ongoing-round-10503228'}",2025-09-26,Vedantu,71ab2efb487d8373898c81c179a9ab44
B2B Fashion Wholesale,0.902,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/navo-raises-rs-8-cr-in-seed-round-led-by-indiaquotient-10494174'}",2025-09-23,Navo,71ab2efb487d8373898c81c179a9ab44
Spacetech,3.17,Hyderabad,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/cosmoserve-space-raises-317-mn-in-pre-seed-round-10500126'}",2025-09-25,Cosmoserve Space,71ab2efb487d8373898c81c179a9ab44
Agritech,0.789,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/agritech-startup-bharat-intelligence-raises-funding-led-by-sahyadri-farms-10500153'}",2025-09-25,Bharat Intelligence,71ab2efb487d8373898c81c179a9ab44
SaaS-based Healthcare,1.1,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/zealthix-raises-11-mn-in-seed-round-led-by-unicorn-india-ventures-10492908'}",2025-09-23,Zealthix,71ab2efb487d8373898c81c179a9ab44
EV Battery Tech,2.3,Hyderabad,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/deep-tech-startup-xbattery-raises-23-mn-in-seed-round-10496834'}",2025-09-24,Xbattery,71ab2efb487d8373898c81c179a9ab44
Event Marketing,0.5,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/event-marketing-platform-samaaro-raises-500k-in-pre-series-a-round-10499926'}",2025-09-25,Samaaro,71ab2efb487d8373898c81c179a9ab44
Kitchenware,3.0,Amritsar,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/kitchenware-brand-p-tal-raises-3-mn-led-by-vc-grid-and-rainmatter-10495972'}",2025-09-24,P-Tal,71ab2efb487d8373898c81c179a9ab44
Robotics,0.394,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/paar-autonomy-raises-rs-35-cr-led-by-venture-catalysts-10492645'}",2025-09-23,Paar Autonomy,71ab2efb487d8373898c81c179a9ab44
Car servicing,0.169,Jaipur,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/car-servicing-startup-gaadimech-raises-pre-seed-round-led-by-ajvc-10504385'}",2025-09-26,GaadiMech,71ab2efb487d8373898c81c179a9ab44
Agritech,15.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/handpickd-raises-15-mn-from-bertelsmann-and-titan-capital-winners-fund-10499839'}",2025-09-25,Handpickd,71ab2efb487d8373898c81c179a9ab44
Fintech,22.55,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/blue-earth-leads-rs-200-crore-investment-in-growxcd/articleshow/124248298.cms'}",2025-10-01,GrowXCD Finance,8acb2efb487d82e7967c01d2eac92ca9
" luxury watch retailer,",19.7,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/luxury-watch-retailer-art-of-time-raises-rs-175-cr-in-fresh-round-10524495'}",2025-10-03,Art of Time,8acb2efb487d82e7967c01d2eac92ca9
Ice Cream Brand,13.0,Ahmedabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/ice-cream-brand-hocco-raises-rs-115-cr-at-rs-2000-cr-valuation-10511951'}",2025-09-29,Hocco,8acb2efb487d82e7967c01d2eac92ca9
SaaS,15.5,Ahmedabad,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/petpooja-raises-155-mn-series-c-at-over-3x-valuation-premium-10512396'}",2025-09-29,Petpooja,8acb2efb487d82e7967c01d2eac92ca9
Fintech,4.0,Ahmedabad,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/ignosis-raises-4-mn-in-pre-series-a-led-by-peak-xvs-surge-10515879'}",2025-09-30,Ignosis,8acb2efb487d82e7967c01d2eac92ca9
Enterprise messaging,4.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/enterprise-messaging-startup-fyno-bags-4-mn-in-seed-round-10516360'}",2025-09-30,Fyno,8acb2efb487d82e7967c01d2eac92ca9
Faith-Tech,2.47,Delhi,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/vama-raises-rs-22-cr-in-pre-series-a-round-led-by-wavemaker-partners-10515347'}",2025-09-30,Vama,8acb2efb487d82e7967c01d2eac92ca9
AI,5.0,Kolkata,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/ai-startup-assessli-nets-inr-44-cr-to-build-large-behavioural-models/'}",2025-09-30,Assessli,8acb2efb487d82e7967c01d2eac92ca9
Defense Tech,2.0,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/unmannd-raises-2-mn-in-pre-seed-round-led-by-speciale-invest-and-accel-10515234'}",2025-09-30,Unmannd,8acb2efb487d82e7967c01d2eac92ca9
Fintech,0.4,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/superfam-raises-pre-seed-round-led-by-fundamental-vc-10515666'}",2025-09-30,SuperFam,8acb2efb487d82e7967c01d2eac92ca9
EV,0.924,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/igowise-mobility-raises-rs-82-cr-in-pre-seed-round-10513050'}",2025-09-29,iGoWise Mobility,8acb2efb487d82e7967c01d2eac92ca9
Fintech,5.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/rugr-fintech-raises-5-mn-in-pre-series-a-round-led-by-vikasa-india-eif-i-fund-10513861'}",2025-09-29,RUGR Fintech,8acb2efb487d82e7967c01d2eac92ca9
Fintech - Debt Marketplace,50.0,Delhi,Equity + Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/recur-club-raises-50-mn-to-expand-its-debt-marketplace/'}",2025-09-29,Recur Club,8acb2efb487d82e7967c01d2eac92ca9
Wellness and Fitness - D2C Brand,60.0,Bengaluru,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/news/d2c-brand-kapiva-raises-60-mn-in-series-d-fireside-ventures-exits-10511610'}",2025-09-29,Kapiva,8acb2efb487d82e7967c01d2eac92ca9
AI,0.4,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/vaani-ai-research-raises-400k-pre-seed-round-led-by-venture-catalysts-10512994'}",2025-09-29,Vaani Research,8acb2efb487d82e7967c01d2eac92ca9
Predictive AI for vehicles,30.0,Pune,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/intangles-raises-30-mn-in-series-b-round-led-by-avataar-venture-10537356'}",2025-10-07,Intangles,688b2efb487d8265b742815850928fd6
AI,0.337,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/affluense-ai-raises-pre-seed-round-led-by-zeropearl-vc-10533601'}",2025-10-06,Affluense AI,688b2efb487d8265b742815850928fd6
Semiconductor,4.32,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/snippets/morphing-machines-raises-rs-3836-cr-in-series-a-round-led-by-ian-alpha-fund-10533760'}",2025-10-06,Morphing Machines,688b2efb487d8265b742815850928fd6
